SOURCE_ID	RA_J2000 [deg]	Dec_J2000 [deg]	Flux_140_MHz [Jy]	Flux_140.2_MHz [Jy]	Flux_140.4_MHz [Jy]	Flux_140.6_MHz [Jy]	Flux_140.8_MHz [Jy]	Flux_141_MHz [Jy]	Flux_141.2_MHz [Jy]	Flux_141.4_MHz [Jy]	Flux_141.6_MHz [Jy]	Flux_141.8_MHz [Jy]	Flux_142_MHz [Jy]	Flux_142.2_MHz [Jy]	Flux_142.4_MHz [Jy]	Flux_142.6_MHz [Jy]	Flux_142.8_MHz [Jy]	Flux_143_MHz [Jy]	Flux_143.2_MHz [Jy]	Flux_143.4_MHz [Jy]	Flux_143.6_MHz [Jy]	Flux_143.8_MHz [Jy]	Flux_144_MHz [Jy]	Flux_144.2_MHz [Jy]	Flux_144.4_MHz [Jy]	Flux_144.6_MHz [Jy]	Flux_144.8_MHz [Jy]	Flux_145_MHz [Jy]	Flux_145.2_MHz [Jy]	Flux_145.4_MHz [Jy]	Flux_145.6_MHz [Jy]	Flux_145.8_MHz [Jy]	Flux_146_MHz [Jy]	Flux_146.2_MHz [Jy]	Flux_146.4_MHz [Jy]	Flux_146.6_MHz [Jy]	Flux_146.8_MHz [Jy]	Flux_147_MHz [Jy]	Flux_147.2_MHz [Jy]	Flux_147.4_MHz [Jy]	Flux_147.6_MHz [Jy]	Flux_147.8_MHz [Jy]	Flux_148_MHz [Jy]	Flux_148.2_MHz [Jy]	Flux_148.4_MHz [Jy]	Flux_148.6_MHz [Jy]	Flux_148.8_MHz [Jy]	Flux_149_MHz [Jy]	Flux_149.2_MHz [Jy]	Flux_149.4_MHz [Jy]	Flux_149.6_MHz [Jy]	Flux_149.8_MHz [Jy]	Flux_150_MHz [Jy]	Flux_150.2_MHz [Jy]	Flux_150.4_MHz [Jy]	Flux_150.6_MHz [Jy]	Flux_150.8_MHz [Jy]	Flux_151_MHz [Jy]	Flux_151.2_MHz [Jy]	Flux_151.4_MHz [Jy]	Flux_151.6_MHz [Jy]	Flux_151.8_MHz [Jy]	Flux_152_MHz [Jy]	Flux_152.2_MHz [Jy]	Flux_152.4_MHz [Jy]	Flux_152.6_MHz [Jy]	Flux_152.8_MHz [Jy]	Flux_153_MHz [Jy]	Flux_153.2_MHz [Jy]	Flux_153.4_MHz [Jy]	Flux_153.6_MHz [Jy]	Flux_153.8_MHz [Jy]	Flux_154_MHz [Jy]	Flux_154.2_MHz [Jy]	Flux_154.4_MHz [Jy]	Flux_154.6_MHz [Jy]	Flux_154.8_MHz [Jy]	Flux_155_MHz [Jy]	Flux_155.2_MHz [Jy]	Flux_155.4_MHz [Jy]	Flux_155.6_MHz [Jy]	Flux_155.8_MHz [Jy]	Flux_156_MHz [Jy]	Flux_156.2_MHz [Jy]	Flux_156.4_MHz [Jy]	Flux_156.6_MHz [Jy]	Flux_156.8_MHz [Jy]	Flux_157_MHz [Jy]	Flux_157.2_MHz [Jy]	Flux_157.4_MHz [Jy]	Flux_157.6_MHz [Jy]	Flux_157.8_MHz [Jy]	Flux_158_MHz [Jy]	Flux_158.2_MHz [Jy]	Flux_158.4_MHz [Jy]	Flux_158.6_MHz [Jy]	Flux_158.8_MHz [Jy]	Flux_159_MHz [Jy]	Flux_159.2_MHz [Jy]	Flux_159.4_MHz [Jy]	Flux_159.6_MHz [Jy]	Flux_159.8_MHz [Jy]
mock157	32.54303763	-2.05382111	0.00000102	0.00000102	0.00000102	0.00000101	0.00000101	0.00000101	0.00000100	0.00000100	0.00000100	0.00000099	0.00000099	0.00000099	0.00000098	0.00000098	0.00000098	0.00000097	0.00000097	0.00000097	0.00000096	0.00000096	0.00000096	0.00000096	0.00000095	0.00000095	0.00000095	0.00000094	0.00000094	0.00000094	0.00000093	0.00000093	0.00000093	0.00000092	0.00000092	0.00000092	0.00000092	0.00000091	0.00000091	0.00000091	0.00000090	0.00000090	0.00000090	0.00000089	0.00000089	0.00000089	0.00000089	0.00000088	0.00000088	0.00000088	0.00000087	0.00000087	0.00000087	0.00000087	0.00000086	0.00000086	0.00000086	0.00000086	0.00000085	0.00000085	0.00000085	0.00000085	0.00000084	0.00000084	0.00000084	0.00000083	0.00000083	0.00000083	0.00000083	0.00000082	0.00000082	0.00000082	0.00000082	0.00000081	0.00000081	0.00000081	0.00000081	0.00000080	0.00000080	0.00000080	0.00000080	0.00000079	0.00000079	0.00000079	0.00000079	0.00000078	0.00000078	0.00000078	0.00000078	0.00000078	0.00000077	0.00000077	0.00000077	0.00000077	0.00000076	0.00000076	0.00000076	0.00000076	0.00000075	0.00000075	0.00000075	0.00000075
mock158	42.93742237	42.70141049	0.78538073	0.78285508	0.78034113	0.77783882	0.77534807	0.77286881	0.77040098	0.76794451	0.76549932	0.76306536	0.76064255	0.75823082	0.75583012	0.75344036	0.75106150	0.74869347	0.74633619	0.74398961	0.74165366	0.73932828	0.73701341	0.73470899	0.73241495	0.73013123	0.72785778	0.72559453	0.72334142	0.72109839	0.71886539	0.71664236	0.71442923	0.71222595	0.71003247	0.70784872	0.70567465	0.70351020	0.70135533	0.69920996	0.69707406	0.69494755	0.69283040	0.69072254	0.68862393	0.68653450	0.68445422	0.68238301	0.68032084	0.67826766	0.67622340	0.67418802	0.67216148	0.67014371	0.66813467	0.66613432	0.66414259	0.66215945	0.66018485	0.65821873	0.65626105	0.65431176	0.65237081	0.65043817	0.64851378	0.64659759	0.64468957	0.64278965	0.64089781	0.63901400	0.63713816	0.63527027	0.63341026	0.63155810	0.62971376	0.62787717	0.62604830	0.62422712	0.62241356	0.62060761	0.61880920	0.61701831	0.61523488	0.61345889	0.61169029	0.60992903	0.60817509	0.60642841	0.60468897	0.60295672	0.60123162	0.59951363	0.59780272	0.59609885	0.59440198	0.59271207	0.59102908	0.58935298	0.58768374	0.58602131	0.58436565	0.58271674
mock159	57.73034831	38.29439019	0.01955170	0.01949434	0.01943723	0.01938037	0.01932376	0.01926739	0.01921126	0.01915538	0.01909974	0.01904434	0.01898917	0.01893425	0.01887956	0.01882510	0.01877088	0.01871688	0.01866312	0.01860959	0.01855629	0.01850321	0.01845036	0.01839773	0.01834532	0.01829314	0.01824118	0.01818943	0.01813791	0.01808660	0.01803550	0.01798462	0.01793395	0.01788350	0.01783325	0.01778321	0.01773339	0.01768377	0.01763435	0.01758514	0.01753614	0.01748733	0.01743873	0.01739033	0.01734213	0.01729413	0.01724632	0.01719871	0.01715130	0.01710407	0.01705705	0.01701021	0.01696356	0.01691711	0.01687084	0.01682476	0.01677887	0.01673316	0.01668764	0.01664230	0.01659715	0.01655218	0.01650738	0.01646277	0.01641834	0.01637408	0.01633000	0.01628610	0.01624237	0.01619882	0.01615544	0.01611223	0.01606919	0.01602633	0.01598363	0.01594110	0.01589875	0.01585655	0.01581453	0.01577267	0.01573097	0.01568944	0.01564807	0.01560686	0.01556581	0.01552492	0.01548420	0.01544363	0.01540322	0.01536296	0.01532286	0.01528292	0.01524313	0.01520350	0.01516402	0.01512469	0.01508551	0.01504648	0.01500760	0.01496888	0.01493030	0.01489186
mock160	62.43261275	16.47064976	0.21542876	0.21460719	0.21378993	0.21297693	0.21216817	0.21136363	0.21056327	0.20976707	0.20897500	0.20818703	0.20740313	0.20662329	0.20584746	0.20507564	0.20430778	0.20354386	0.20278387	0.20202776	0.20127553	0.20052713	0.19978255	0.19904177	0.19830475	0.19757148	0.19684192	0.19611606	0.19539387	0.19467533	0.19396042	0.19324910	0.19254137	0.19183719	0.19113654	0.19043940	0.18974576	0.18905557	0.18836883	0.18768551	0.18700560	0.18632906	0.18565588	0.18498603	0.18431950	0.18365627	0.18299631	0.18233960	0.18168612	0.18103586	0.18038879	0.17974489	0.17910415	0.17846654	0.17783204	0.17720064	0.17657231	0.17594704	0.17532480	0.17470559	0.17408937	0.17347614	0.17286587	0.17225854	0.17165415	0.17105266	0.17045406	0.16985834	0.16926547	0.16867544	0.16808823	0.16750383	0.16692221	0.16634337	0.16576727	0.16519392	0.16462329	0.16405535	0.16349011	0.16292754	0.16236763	0.16181035	0.16125570	0.16070366	0.16015421	0.15960733	0.15906302	0.15852126	0.15798202	0.15744531	0.15691109	0.15637936	0.15585011	0.15532331	0.15479895	0.15427702	0.15375751	0.15324039	0.15272566	0.15221331	0.15170331	0.15119566
mock161	74.76399621	-11.44696669	0.01779348	0.01776232	0.01773125	0.01770028	0.01766941	0.01763864	0.01760797	0.01757739	0.01754691	0.01751653	0.01748624	0.01745604	0.01742594	0.01739593	0.01736602	0.01733620	0.01730647	0.01727684	0.01724730	0.01721785	0.01718849	0.01715922	0.01713004	0.01710095	0.01707195	0.01704304	0.01701422	0.01698548	0.01695684	0.01692828	0.01689981	0.01687142	0.01684313	0.01681491	0.01678679	0.01675875	0.01673079	0.01670292	0.01667513	0.01664743	0.01661981	0.01659227	0.01656482	0.01653744	0.01651015	0.01648295	0.01645582	0.01642877	0.01640181	0.01637492	0.01634811	0.01632139	0.01629474	0.01626817	0.01624168	0.01621527	0.01618894	0.01616268	0.01613650	0.01611040	0.01608437	0.01605842	0.01603255	0.01600675	0.01598103	0.01595538	0.01592981	0.01590431	0.01587888	0.01585353	0.01582825	0.01580305	0.01577791	0.01575285	0.01572786	0.01570295	0.01567810	0.01565333	0.01562863	0.01560399	0.01557943	0.01555494	0.01553052	0.01550617	0.01548188	0.01545767	0.01543352	0.01540945	0.01538544	0.01536150	0.01533762	0.01531382	0.01529008	0.01526640	0.01524280	0.01521926	0.01519578	0.01517237	0.01514903	0.01512575
mock162	22.50559198	18.90847338	4.20298732	4.18603362	4.16917232	4.15240280	4.13572443	4.11913657	4.10263862	4.08622996	4.06990998	4.05367808	4.03753365	4.02147611	4.00550486	3.98961933	3.97381893	3.95810309	3.94247124	3.92692281	3.91145724	3.89607398	3.88077247	3.86555217	3.85041254	3.83535304	3.82037312	3.80547227	3.79064996	3.77590566	3.76123886	3.74664905	3.73213572	3.71769836	3.70333646	3.68904955	3.67483712	3.66069868	3.64663374	3.63264184	3.61872248	3.60487520	3.59109952	3.57739498	3.56376112	3.55019748	3.53670360	3.52327903	3.50992332	3.49663603	3.48341671	3.47026493	3.45718026	3.44416226	3.43121050	3.41832456	3.40550402	3.39274846	3.38005746	3.36743062	3.35486753	3.34236777	3.32993096	3.31755668	3.30524455	3.29299416	3.28080514	3.26867709	3.25660963	3.24460238	3.23265495	3.22076698	3.20893809	3.19716792	3.18545608	3.17380223	3.16220600	3.15066703	3.13918496	3.12775944	3.11639012	3.10507666	3.09381870	3.08261590	3.07146792	3.06037444	3.04933510	3.03834957	3.02741754	3.01653866	3.00571261	2.99493908	2.98421773	2.97354826	2.96293033	2.95236365	2.94184790	2.93138277	2.92096795	2.91060314	2.90028804	2.89002234
mock163	87.96871939	51.24596154	0.02185589	0.02180526	0.02175482	0.02170457	0.02165451	0.02160463	0.02155494	0.02150544	0.02145611	0.02140697	0.02135801	0.02130924	0.02126064	0.02121222	0.02116398	0.02111591	0.02106802	0.02102031	0.02097277	0.02092540	0.02087821	0.02083119	0.02078434	0.02073766	0.02069115	0.02064480	0.02059863	0.02055262	0.02050677	0.02046110	0.02041558	0.02037023	0.02032504	0.02028002	0.02023515	0.02019044	0.02014590	0.02010151	0.02005728	0.02001321	0.01996929	0.01992553	0.01988192	0.01983847	0.01979517	0.01975203	0.01970903	0.01966619	0.01962349	0.01958095	0.01953855	0.01949631	0.01945421	0.01941225	0.01937045	0.01932878	0.01928727	0.01924589	0.01920466	0.01916357	0.01912263	0.01908182	0.01904116	0.01900064	0.01896025	0.01892000	0.01887989	0.01883992	0.01880009	0.01876039	0.01872082	0.01868139	0.01864210	0.01860294	0.01856391	0.01852501	0.01848624	0.01844761	0.01840910	0.01837073	0.01833248	0.01829437	0.01825638	0.01821851	0.01818078	0.01814317	0.01810569	0.01806833	0.01803109	0.01799398	0.01795699	0.01792013	0.01788339	0.01784676	0.01781026	0.01777388	0.01773762	0.01770148	0.01766546	0.01762956
mock164	24.07639747	-6.70253109	0.00000376	0.00000374	0.00000373	0.00000371	0.00000370	0.00000369	0.00000367	0.00000366	0.00000364	0.00000363	0.00000362	0.00000360	0.00000359	0.00000358	0.00000356	0.00000355	0.00000353	0.00000352	0.00000351	0.00000350	0.00000348	0.00000347	0.00000346	0.00000344	0.00000343	0.00000342	0.00000340	0.00000339	0.00000338	0.00000337	0.00000335	0.00000334	0.00000333	0.00000332	0.00000330	0.00000329	0.00000328	0.00000327	0.00000326	0.00000324	0.00000323	0.00000322	0.00000321	0.00000320	0.00000319	0.00000317	0.00000316	0.00000315	0.00000314	0.00000313	0.00000312	0.00000311	0.00000309	0.00000308	0.00000307	0.00000306	0.00000305	0.00000304	0.00000303	0.00000302	0.00000301	0.00000300	0.00000299	0.00000298	0.00000296	0.00000295	0.00000294	0.00000293	0.00000292	0.00000291	0.00000290	0.00000289	0.00000288	0.00000287	0.00000286	0.00000285	0.00000284	0.00000283	0.00000282	0.00000281	0.00000280	0.00000279	0.00000278	0.00000277	0.00000276	0.00000275	0.00000275	0.00000274	0.00000273	0.00000272	0.00000271	0.00000270	0.00000269	0.00000268	0.00000267	0.00000266	0.00000265	0.00000264	0.00000263	0.00000263
mock165	38.72446936	-19.62575935	5.47525650	5.45446151	5.43377498	5.41319618	5.39272440	5.37235894	5.35209909	5.33194416	5.31189345	5.29194629	5.27210198	5.25235987	5.23271927	5.21317953	5.19373998	5.17439998	5.15515888	5.13601602	5.11697079	5.09802253	5.07917063	5.06041447	5.04175341	5.02318686	5.00471420	4.98633483	4.96804815	4.94985357	4.93175050	4.91373834	4.89581653	4.87798449	4.86024163	4.84258741	4.82502125	4.80754259	4.79015089	4.77284559	4.75562615	4.73849202	4.72144266	4.70447756	4.68759617	4.67079796	4.65408243	4.63744905	4.62089731	4.60442670	4.58803671	4.57172684	4.55549660	4.53934549	4.52327302	4.50727870	4.49136206	4.47552260	4.45975986	4.44407336	4.42846264	4.41292722	4.39746665	4.38208047	4.36676822	4.35152946	4.33636372	4.32127058	4.30624959	4.29130030	4.27642228	4.26161511	4.24687835	4.23221158	4.21761437	4.20308631	4.18862698	4.17423596	4.15991285	4.14565723	4.13146871	4.11734688	4.10329135	4.08930171	4.07537758	4.06151857	4.04772428	4.03399434	4.02032835	4.00672596	3.99318677	3.97971041	3.96629652	3.95294473	3.93965466	3.92642597	3.91325828	3.90015123	3.88710449	3.87411768	3.86119047	3.84832250
mock166	68.93406450	23.37555877	0.86249021	0.85895977	0.85544879	0.85195713	0.84848465	0.84503122	0.84159671	0.83818100	0.83478394	0.83140542	0.82804531	0.82470347	0.82137979	0.81807415	0.81478641	0.81151646	0.80826417	0.80502943	0.80181212	0.79861211	0.79542930	0.79226357	0.78911479	0.78598287	0.78286767	0.77976910	0.77668703	0.77362137	0.77057199	0.76753880	0.76452168	0.76152052	0.75853523	0.75556569	0.75261180	0.74967345	0.74675055	0.74384299	0.74095067	0.73807349	0.73521135	0.73236416	0.72953180	0.72671420	0.72391124	0.72112283	0.71834889	0.71558931	0.71284401	0.71011288	0.70739584	0.70469279	0.70200365	0.69932832	0.69666672	0.69401876	0.69138435	0.68876340	0.68615582	0.68356154	0.68098046	0.67841250	0.67585758	0.67331561	0.67078651	0.66827021	0.66576661	0.66327564	0.66079721	0.65833126	0.65587769	0.65343643	0.65100741	0.64859054	0.64618575	0.64379297	0.64141212	0.63904312	0.63668590	0.63434038	0.63200650	0.62968418	0.62737335	0.62507393	0.62278586	0.62050907	0.61824349	0.61598904	0.61374566	0.61151327	0.60929183	0.60708124	0.60488145	0.60269240	0.60051401	0.59834622	0.59618897	0.59404219	0.59190581	0.58977979
mock167	59.37343714	24.74513478	1.46061463	1.45560784	1.45062532	1.44566691	1.44073245	1.43582181	1.43093483	1.42607137	1.42123128	1.41641441	1.41162062	1.40684976	1.40210171	1.39737630	1.39267342	1.38799290	1.38333463	1.37869846	1.37408426	1.36949189	1.36492122	1.36037211	1.35584444	1.35133808	1.34685289	1.34238875	1.33794552	1.33352309	1.32912133	1.32474010	1.32037930	1.31603879	1.31171845	1.30741817	1.30313782	1.29887728	1.29463643	1.29041516	1.28621335	1.28203088	1.27786765	1.27372352	1.26959840	1.26549217	1.26140471	1.25733592	1.25328568	1.24925389	1.24524044	1.24124522	1.23726812	1.23330904	1.22936787	1.22544451	1.22153885	1.21765079	1.21378022	1.20992706	1.20609118	1.20227250	1.19847092	1.19468633	1.19091864	1.18716775	1.18343356	1.17971598	1.17601491	1.17233026	1.16866193	1.16500983	1.16137387	1.15775395	1.15414999	1.15056188	1.14698955	1.14343290	1.13989185	1.13636630	1.13285617	1.12936137	1.12588181	1.12241741	1.11896809	1.11553375	1.11211431	1.10870970	1.10531982	1.10194460	1.09858395	1.09523780	1.09190605	1.08858863	1.08528547	1.08199648	1.07872158	1.07546070	1.07221375	1.06898067	1.06576137	1.06255577
mock168	6.52431478	43.76586163	0.11967986	0.11946666	0.11925413	0.11904229	0.11883112	0.11862062	0.11841080	0.11820164	0.11799315	0.11778531	0.11757814	0.11737162	0.11716576	0.11696054	0.11675597	0.11655204	0.11634875	0.11614611	0.11594409	0.11574271	0.11554195	0.11534183	0.11514232	0.11494344	0.11474517	0.11454752	0.11435048	0.11415405	0.11395823	0.11376301	0.11356839	0.11337437	0.11318095	0.11298812	0.11279588	0.11260423	0.11241317	0.11222269	0.11203278	0.11184346	0.11165471	0.11146654	0.11127893	0.11109189	0.11090542	0.11071951	0.11053416	0.11034937	0.11016513	0.10998145	0.10979832	0.10961574	0.10943370	0.10925220	0.10907125	0.10889084	0.10871096	0.10853162	0.10835281	0.10817453	0.10799677	0.10781955	0.10764284	0.10746666	0.10729099	0.10711584	0.10694120	0.10676708	0.10659347	0.10642036	0.10624776	0.10607566	0.10590407	0.10573297	0.10556237	0.10539227	0.10522266	0.10505354	0.10488491	0.10471676	0.10454910	0.10438192	0.10421523	0.10404901	0.10388327	0.10371800	0.10355321	0.10338888	0.10322503	0.10306164	0.10289872	0.10273626	0.10257426	0.10241273	0.10225165	0.10209102	0.10193085	0.10177113	0.10161186	0.10145304
mock169	48.00002007	-8.51518617	8.55716130	8.52197950	8.48699218	8.45219800	8.41759562	8.38318371	8.34896096	8.31492607	8.28107773	8.24741466	8.21393559	8.18063926	8.14752441	8.11458981	8.08183422	8.04925641	8.01685519	7.98462934	7.95257767	7.92069900	7.88899217	7.85745600	7.82608934	7.79489105	7.76386000	7.73299506	7.70229510	7.67175904	7.64138575	7.61117417	7.58112320	7.55123177	7.52149883	7.49192331	7.46250417	7.43324036	7.40413087	7.37517467	7.34637074	7.31771808	7.28921570	7.26086259	7.23265779	7.20460031	7.17668920	7.14892348	7.12130222	7.09382446	7.06648928	7.03929573	7.01224291	6.98532989	6.95855577	6.93191965	6.90542064	6.87905784	6.85283039	6.82673740	6.80077801	6.77495137	6.74925662	6.72369291	6.69825941	6.67295528	6.64777970	6.62273184	6.59781090	6.57301606	6.54834653	6.52380151	6.49938020	6.47508184	6.45090563	6.42685081	6.40291661	6.37910228	6.35540706	6.33183019	6.30837095	6.28502859	6.26180238	6.23869160	6.21569552	6.19281344	6.17004463	6.14738840	6.12484404	6.10241088	6.08008820	6.05787534	6.03577161	6.01377634	5.99188886	5.97010851	5.94843463	5.92686657	5.90540368	5.88404530	5.86279082	5.84163958
mock170	108.04767012	-2.77612593	0.91120978	0.90960546	0.90800624	0.90641211	0.90482303	0.90323899	0.90165996	0.90008592	0.89851685	0.89695273	0.89539352	0.89383921	0.89228978	0.89074521	0.88920547	0.88767054	0.88614040	0.88461502	0.88309440	0.88157849	0.88006729	0.87856078	0.87705892	0.87556171	0.87406911	0.87258112	0.87109770	0.86961885	0.86814453	0.86667473	0.86520942	0.86374860	0.86229223	0.86084030	0.85939280	0.85794969	0.85651096	0.85507659	0.85364657	0.85222087	0.85079947	0.84938236	0.84796951	0.84656091	0.84515655	0.84375639	0.84236043	0.84096864	0.83958101	0.83819752	0.83681815	0.83544288	0.83407170	0.83270458	0.83134152	0.82998249	0.82862748	0.82727646	0.82592943	0.82458636	0.82324724	0.82191205	0.82058078	0.81925340	0.81792991	0.81661028	0.81529450	0.81398255	0.81267442	0.81137009	0.81006954	0.80877276	0.80747974	0.80619045	0.80490488	0.80362302	0.80234485	0.80107035	0.79979952	0.79853232	0.79726876	0.79600882	0.79475247	0.79349970	0.79225051	0.79100487	0.78976278	0.78852420	0.78728914	0.78605758	0.78482950	0.78360489	0.78238373	0.78116602	0.77995172	0.77874085	0.77753337	0.77632927	0.77512855	0.77393118
mock171	102.94467193	-22.44506915	0.00660235	0.00658393	0.00656559	0.00654733	0.00652914	0.00651103	0.00649300	0.00647504	0.00645715	0.00643934	0.00642161	0.00640395	0.00638636	0.00636884	0.00635140	0.00633403	0.00631673	0.00629950	0.00628234	0.00626525	0.00624824	0.00623129	0.00621441	0.00619760	0.00618086	0.00616419	0.00614759	0.00613105	0.00611458	0.00609818	0.00608184	0.00606557	0.00604937	0.00603323	0.00601715	0.00600114	0.00598520	0.00596932	0.00595350	0.00593774	0.00592205	0.00590642	0.00589086	0.00587535	0.00585991	0.00584453	0.00582920	0.00581394	0.00579874	0.00578360	0.00576852	0.00575350	0.00573854	0.00572363	0.00570879	0.00569400	0.00567927	0.00566460	0.00564999	0.00563543	0.00562093	0.00560648	0.00559209	0.00557776	0.00556348	0.00554926	0.00553509	0.00552098	0.00550692	0.00549292	0.00547897	0.00546507	0.00545122	0.00543743	0.00542369	0.00541001	0.00539637	0.00538279	0.00536926	0.00535578	0.00534235	0.00532897	0.00531565	0.00530237	0.00528914	0.00527597	0.00526284	0.00524976	0.00523673	0.00522375	0.00521082	0.00519794	0.00518510	0.00517232	0.00515958	0.00514688	0.00513424	0.00512164	0.00510909	0.00509658
mock172	73.09719107	-15.62323280	10.76411933	10.71928982	10.67471051	10.63037966	10.58629554	10.54245642	10.49886060	10.45550638	10.41239209	10.36951606	10.32687664	10.28447220	10.24230112	10.20036178	10.15865258	10.11717196	10.07591833	10.03489014	9.99408585	9.95350392	9.91314284	9.87300110	9.83307721	9.79336968	9.75387705	9.71459786	9.67553066	9.63667402	9.59802652	9.55958674	9.52135329	9.48332478	9.44549983	9.40787708	9.37045517	9.33323276	9.29620852	9.25938112	9.22274925	9.18631162	9.15006693	9.11401389	9.07815125	9.04247774	9.00699211	8.97169312	8.93657954	8.90165016	8.86690375	8.83233912	8.79795507	8.76375043	8.72972402	8.69587467	8.66220124	8.62870258	8.59537754	8.56222501	8.52924386	8.49643298	8.46379127	8.43131764	8.39901100	8.36687028	8.33489441	8.30308233	8.27143298	8.23994533	8.20861834	8.17745099	8.14644224	8.11559110	8.08489655	8.05435760	8.02397327	7.99374257	7.96366452	7.93373817	7.90396255	7.87433671	7.84485971	7.81553061	7.78634847	7.75731239	7.72842144	7.69967470	7.67107129	7.64261030	7.61429085	7.58611205	7.55807303	7.53017291	7.50241084	7.47478597	7.44729743	7.41994439	7.39272601	7.36564146	7.33868991	7.31187055
mock173	70.79530274	30.30296445	0.05043731	0.05026126	0.05008608	0.04991176	0.04973829	0.04956567	0.04939389	0.04922295	0.04905284	0.04888355	0.04871509	0.04854745	0.04838061	0.04821459	0.04804936	0.04788493	0.04772129	0.04755844	0.04739637	0.04723507	0.04707455	0.04691480	0.04675580	0.04659757	0.04644009	0.04628335	0.04612736	0.04597211	0.04581760	0.04566381	0.04551076	0.04535842	0.04520680	0.04505589	0.04490569	0.04475620	0.04460740	0.04445930	0.04431190	0.04416517	0.04401914	0.04387378	0.04372910	0.04358509	0.04344174	0.04329906	0.04315704	0.04301567	0.04287495	0.04273488	0.04259546	0.04245667	0.04231852	0.04218101	0.04204412	0.04190785	0.04177221	0.04163718	0.04150277	0.04136897	0.04123578	0.04110318	0.04097119	0.04083980	0.04070899	0.04057878	0.04044915	0.04032011	0.04019164	0.04006375	0.03993643	0.03980968	0.03968350	0.03955787	0.03943281	0.03930831	0.03918435	0.03906095	0.03893809	0.03881578	0.03869401	0.03857277	0.03845207	0.03833190	0.03821226	0.03809314	0.03797455	0.03785647	0.03773891	0.03762187	0.03750533	0.03738931	0.03727379	0.03715877	0.03704424	0.03693022	0.03681669	0.03670365	0.03659110	0.03647903
mock174	112.57496321	71.36296172	12.68470114	12.64253103	12.60056093	12.55878961	12.51721584	12.47583841	12.43465613	12.39366778	12.35287220	12.31226819	12.27185460	12.23163026	12.19159403	12.15174475	12.11208131	12.07260256	12.03330741	11.99419473	11.95526342	11.91651241	11.87794059	11.83954690	11.80133027	11.76328964	11.72542395	11.68773217	11.65021325	11.61286616	11.57568988	11.53868341	11.50184573	11.46517584	11.42867275	11.39233547	11.35616303	11.32015446	11.28430880	11.24862507	11.21310235	11.17773967	11.14253612	11.10749075	11.07260264	11.03787089	11.00329457	10.96887279	10.93460464	10.90048925	10.86652571	10.83271317	10.79905074	10.76553756	10.73217277	10.69895552	10.66588496	10.63296024	10.60018055	10.56754503	10.53505288	10.50270328	10.47049540	10.43842845	10.40650163	10.37471414	10.34306518	10.31155399	10.28017977	10.24894176	10.21783918	10.18687128	10.15603730	10.12533649	10.09476809	10.06433137	10.03402560	10.00385003	9.97380395	9.94388662	9.91409735	9.88443541	9.85490009	9.82549070	9.79620654	9.76704692	9.73801114	9.70909853	9.68030841	9.65164010	9.62309293	9.59466624	9.56635938	9.53817167	9.51010248	9.48215115	9.45431705	9.42659953	9.39899796	9.37151171	9.34414015	9.31688267
mock175	65.06079479	-34.46174492	0.00556587	0.00555456	0.00554328	0.00553205	0.00552085	0.00550969	0.00549857	0.00548749	0.00547644	0.00546543	0.00545447	0.00544353	0.00543264	0.00542178	0.00541096	0.00540018	0.00538943	0.00537872	0.00536804	0.00535741	0.00534680	0.00533623	0.00532570	0.00531521	0.00530475	0.00529432	0.00528393	0.00527357	0.00526325	0.00525296	0.00524271	0.00523249	0.00522230	0.00521215	0.00520203	0.00519194	0.00518189	0.00517187	0.00516189	0.00515193	0.00514201	0.00513212	0.00512227	0.00511244	0.00510265	0.00509289	0.00508316	0.00507347	0.00506380	0.00505417	0.00504456	0.00503499	0.00502545	0.00501594	0.00500646	0.00499701	0.00498759	0.00497820	0.00496884	0.00495952	0.00495022	0.00494095	0.00493171	0.00492250	0.00491332	0.00490416	0.00489504	0.00488595	0.00487688	0.00486784	0.00485883	0.00484985	0.00484090	0.00483198	0.00482308	0.00481421	0.00480537	0.00479656	0.00478777	0.00477902	0.00477028	0.00476158	0.00475290	0.00474425	0.00473563	0.00472703	0.00471846	0.00470992	0.00470140	0.00469291	0.00468445	0.00467601	0.00466759	0.00465921	0.00465084	0.00464251	0.00463420	0.00462591	0.00461765	0.00460941
